UniqueCount	AmbigCount
0	6
0	2
0	9
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	7
0	7
0	9
0	1
0	6
0	1
0	0
0	7
4	1
0	2
0	0
0	1
5	0
0	0
0	13
0	5
0	2
1	13
0	0
0	0
0	2
0	8
0	315
0	316
0	312
0	241
0	216
9	17
0	2
0	159
0	3
0	0
0	3
0	3
0	3
0	1
0	2
0	4
2	7
0	3
0	1
1	1
0	4
0	2
0	3
0	3
0	2
1	3
0	4
0	1
0	3
0	0
0	1
0	1
0	1
0	3
0	1
0	1
0	0
0	2
0	1
0	2
0	6
0	0
0	2
0	200
3	641
1	1
0	5
0	6
0	6
0	3
0	2
0	6
0	3
0	3
0	1
0	1
0	0
19	5667
1460	16596
209	82043
0	4113
125	96384
9	266
4856	29648
33	8806
0	0
0	1
0	26
0	4
0	0
0	0
0	22
0	18
0	18
0	19
0	18
0	62
0	62
0	18
0	18
0	21
0	18
0	18
0	18
0	19
0	62
0	62
0	17
0	0
0	0
0	1
0	0
1	0
0	1
0	0
0	1
0	0
0	0
0	0
0	1
0	3
0	4
1	4
0	44
1	7
0	5
0	3
0	10
0	43
9	251
3	28
0	255
0	31
1	257
0	71
0	252
0	111
0	208
0	40
0	67
0	7
0	72
0	240
0	219
0	22
0	63
0	231
1	10
0	219
0	9
0	43
0	2
0	0
0	36
0	1
0	0
1	1
1	11
0	8
0	8
0	3
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	10
0	4
0	10
0	0
0	1
0	0
0	1
0	1
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	6
0	4
0	6
0	57
1	0
0	10
0	10
0	10
0	10
0	0
0	0
0	0
0	0
1	1
0	8
0	5
0	15
0	15
0	15
0	4
0	9
0	10
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	71
0	71
0	68
0	68
0	57
0	55
0	15
0	12
0	2
21	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	6
0	4
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
1	4
0	4
0	2
0	1
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	24
0	2
0	1
0	2
0	23
0	25
0	31
0	31
0	27
0	27
0	29
0	18
0	25
0	24
4	25
0	16
0	19
0	22
0	20
0	11
0	9
0	11
0	1
0	1
0	1
0	9
0	1
0	5
0	3
0	1
0	3
0	7
0	2
0	4
0	8
0	5
0	4
0	6
0	6
0	6
0	3
0	3
0	4
0	5
0	5
0	3
0	3
0	3
0	3
0	4
0	4
0	3
0	1
0	1
0	1
0	0
1	0
0	0
13	0
0	0
0	0
0	2
0	2
0	2
0	1
0	1
0	0
0	0
0	0
0	0
0	195
0	202
0	199
0	190
0	199
0	33
0	25
0	10
0	0
0	0
0	17
1	17
0	17
0	16
0	1
0	0
0	0
0	35
0	44
0	33
0	26
0	69
0	33
0	27
0	35
0	39
0	5
0	12
0	2
0	2
0	1
0	13
0	33
0	6
0	7
0	3
0	3
0	112
0	143
0	164
0	125
0	1
0	1
0	85
0	138
0	162
5	2271
3	1528
1	2109
40	737
5	945
1	517
0	2
14	35
0	3
0	3
0	3
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
9	7
0	0
0	0
0	4
0	3
0	4
0	0
0	3
0	2
0	0
0	0
0	4
0	0
0	4
0	1
0	4
0	0
0	1
0	0
0	0
0	0
0	0
34	917
0	738
0	291
12	153
0	3
1	4
0	0
0	0
0	0
25	0
0	14
0	14
0	14
0	14
0	10
0	10
0	10
0	2
0	0
0	10
0	0
0	10
0	1
0	0
0	0
0	10
0	0
0	0
0	10
0	1
0	0
0	0
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	8
0	14
0	0
0	1
0	0
0	1
0	1
0	0
0	0
0	1
0	1
0	1
0	92
0	91
0	86
0	80
0	87
0	59
0	60
0	58
0	74
0	42
0	1
1	360
0	360
0	7
2	0
0	5
0	6
0	1
1	58
0	46
0	5
0	18
0	40
0	48
0	54
0	51
0	52
0	51
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	43
1	25
0	13
0	9
6	50
0	1
0	6
0	1
0	3
0	0
0	0
49	315
0	6
0	1
0	0
0	19
0	19
0	19
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1590
0	1564
0	1594
3	153
