UniqueCount	AmbigCount
0	16
0	8
0	334
0	0
0	2
0	2
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
2	39
0	4
0	1
0	7
0	2
0	25
0	0
0	51
0	27
0	18
50	29
0	27
1	137
4	52
0	13
18	71
0	0
0	0
0	8
8	406
0	150
0	154
0	136
0	135
0	106
24	21
3	0
0	75
0	1
0	1
0	1
0	0
0	0
0	0
0	1
0	12
1	15
0	1
0	3
5	20
0	121
0	88
0	92
0	73
0	65
0	61
0	32
0	74
0	74
1	23
0	24
1	6
1	14
0	24
0	28
2	28
0	0
0	0
0	6
5	90
0	2
0	2
0	5
0	0
0	0
0	0
0	2
0	0
0	26
0	1
0	0
0	2
0	13
0	1
0	3
0	0
0	0
10	7126
854	16133
345	171052
4	0
11	18392
3	1
4957	31807
7	15256
0	0
0	0
14	535
0	43
0	0
0	0
0	3
0	2
0	2
0	1
0	2
0	3
2	3
0	2
0	2
0	23
0	2
0	2
0	2
0	1
0	3
0	4
1	1
0	0
0	0
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	35
0	3
1	3
0	1
0	25
0	23
0	0
0	2
0	14
17	126
1	4
0	127
1	3
0	130
0	17
0	131
0	36
0	58
0	9
0	18
0	1
0	19
0	71
0	92
0	3
0	19
0	74
0	2
0	67
0	2
0	18
0	1
0	1
0	15
9	10
0	0
0	0
0	19
0	11
0	18
0	0
0	0
1	0
22	1
0	1
83	31
0	21
0	13
5	70
0	44
0	363
0	336
0	364
0	325
0	355
0	352
0	351
0	318
0	356
0	327
4	194
0	4
0	25
0	8
3	8
6	906
0	383
11	873
1	0
0	191
0	17
5	45
0	40
2	12
1	16
2	5
3	23
0	23
0	18
0	1
0	9
0	2
0	2
0	2
20	0
1	43
1	42
6	37
0	31
0	435
0	319
18	434
0	2
0	0
0	7777
0	7678
0	7257
0	7157
0	176
2	635
5	439
0	255
6	193
49	2294
0	277
0	127
1	127
0	125
2	8
2	94
2	98
3	0
2	0
0	42
0	32
0	40
0	35
10	37
0	43
0	40
0	11
0	34
0	16
0	15
0	18
0	4
0	4
0	4
0	3
0	2
0	3
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
1	1424
0	1392
0	1356
0	1390
15	693
0	650
0	1116
0	702
0	347
54	0
0	2
2	1
3	4
0	5
3	3
4	0
0	209
0	213
0	205
0	163
0	173
0	161
0	147
4	55
0	132
0	112
0	47
0	66
0	65
0	48
2	54
0	23
0	17
0	20
3	21
3	6
0	0
3	0
0	36
0	28
2	34
0	34
0	5
0	33
0	2
0	11
17	366
0	381
4	218
0	252
1	18
0	55
0	84
2	19
18	118
0	63
9	37
0	31
0	1
0	0
3	171
1	47
0	48
0	82
2	152
0	335
0	481
0	481
0	360
0	321
0	481
0	132
0	436
0	360
17	338
0	322
0	354
0	480
0	368
0	337
0	428
0	450
0	174
0	120
0	111
0	360
0	118
0	189
0	155
0	103
0	126
0	205
0	47
1	72
0	192
0	135
0	146
0	167
0	148
0	148
0	22
0	14
0	112
0	129
0	131
1	120
0	113
0	103
0	86
0	64
0	70
0	64
0	27
0	17
0	0
0	0
4	0
0	34
74	52
0	25
1	0
0	875
0	884
0	632
0	233
0	266
1	171
0	131
4	101
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	599
3	589
0	589
0	590
8	94
1	30
0	0
0	546
0	677
1	579
8	348
0	1150
0	706
0	458
0	843
0	886
0	422
0	498
0	202
1	204
2	135
0	227
0	305
2	87
0	130
4	55
0	77
0	108
