UniqueCount	AmbigCount
0	3
0	0
0	403
0	1
0	2
0	3
0	0
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	37
0	11
0	5
0	17
0	11
0	23
1	1
0	17
0	15
0	18
72	16
0	13
0	97
1	18
0	3
6	30
0	0
0	0
0	0
4	431
0	362
0	381
0	283
0	249
0	178
75	55
0	0
0	140
0	0
0	0
0	0
0	0
0	0
0	0
0	6
1	27
5	22
0	7
0	12
4	15
0	152
0	117
0	116
0	93
0	88
0	82
0	25
0	92
0	90
2	15
0	35
0	9
5	15
1	37
0	31
0	20
0	2
0	2
0	2
0	41
0	5
0	2
0	12
7	0
4	1
1	0
0	6
0	0
0	38
0	6
0	0
0	6
0	22
0	7
0	12
0	0
0	0
19	8790
1194	9660
366	95196
29	2
18	14183
3	21
3832	34658
8	17584
0	2
0	1
9	483
0	15
0	0
0	0
0	8
0	5
0	5
0	0
0	5
0	62
0	59
0	5
0	5
0	15
0	5
0	5
0	5
0	0
0	61
0	63
6	2
0	3
1	3
0	14
0	2
1	3
0	3
0	3
0	2
0	3
0	2
0	4
0	1
0	27
0	9
2	11
0	55
0	12
0	12
1	2
0	13
0	22
48	270
11	31
0	300
9	18
0	285
0	32
0	285
1	60
0	112
0	24
0	37
0	6
0	30
0	134
0	198
0	16
0	41
0	136
0	14
0	131
0	13
0	22
0	18
0	8
0	19
2	8
0	0
0	0
2	56
0	33
0	49
0	7
0	0
0	0
1	1
0	1
5	7
0	6
0	1
2	1
0	0
0	6
0	6
0	6
0	5
0	6
0	6
0	6
0	5
0	6
0	6
1	3
0	0
0	0
0	0
0	0
1	922
3	292
11	894
0	0
0	222
3	16
6	58
0	44
1	22
0	14
6	2
11	34
2	30
0	28
0	5
0	16
0	0
0	0
0	0
1	0
0	7
0	7
1	7
0	7
0	74
0	48
0	74
0	12
0	0
0	2530
0	2504
0	2335
0	2307
0	114
2	126
2	136
0	67
0	88
14	794
0	145
0	12
0	12
0	12
0	0
0	6
0	8
0	0
0	0
0	40
0	39
0	42
0	42
5	35
1	40
0	40
0	8
0	29
1	15
0	12
0	12
0	5
0	3
0	6
0	8
0	5
0	2
0	2
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	1617
0	1592
0	1542
0	1591
30	892
0	837
0	1335
0	816
0	328
331	0
0	3
0	0
1	3
0	4
1	2
3	0
0	448
0	450
0	443
0	370
0	360
0	362
0	349
14	121
0	334
0	298
0	138
0	189
0	197
0	164
1	164
4	83
0	63
0	46
13	33
5	7
0	1
0	1
0	15
0	13
5	11
0	11
0	3
0	12
0	1
0	5
16	339
0	346
1	226
0	223
2	14
0	54
1	67
0	30
6	81
0	46
3	33
0	26
1	2
0	0
0	57
0	23
1	15
0	29
0	48
0	216
0	319
0	319
0	238
0	217
0	319
0	86
0	281
0	238
37	219
0	200
0	233
0	319
0	244
0	220
0	288
0	297
0	113
0	78
0	83
0	245
0	76
0	115
0	117
0	85
0	100
0	157
0	35
1	52
0	133
0	86
0	101
0	115
0	100
0	99
0	16
0	10
0	75
0	103
0	102
6	94
0	88
0	73
0	65
0	52
0	54
0	44
0	23
0	9
3	0
0	0
6	0
2	44
59	60
0	39
0	0
0	287
0	288
0	208
0	74
0	84
0	54
0	42
1	48
0	0
0	1591
1	1875
0	1952
6	1562
1	1944
0	742
0	612
3	620
1	52
0	54
0	270
0	267
0	266
0	263
2	53
0	11
0	0
0	573
0	632
0	601
2	309
1	1360
0	765
0	432
0	826
0	978
0	362
0	433
0	174
0	178
4	159
0	307
0	402
9	128
0	125
1	74
0	79
0	99
0	91
0	91
0	100
0	15
0	12
0	96
1	107
0	44
3	388
0	322
8	362
11	115
1	125
1	40
0	7
37	41
0	2
0	2
0	2
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
