UniqueCount	AmbigCount
0	3
0	0
0	1
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	6
0	4
0	7
0	2
0	2
0	2
0	2
0	6
0	0
0	2
0	0
0	0
2	1
0	1
0	8
3	4
0	1
1	8
0	0
0	0
0	0
0	1
0	242
1	243
0	240
0	198
0	173
2	9
0	3
0	119
0	4
0	1
0	4
0	4
0	6
0	1
0	3
1	3
1	4
0	3
0	3
2	0
0	2
0	0
0	1
0	2
0	2
0	0
0	3
0	1
0	1
0	1
0	1
0	3
0	1
0	1
0	2
0	2
0	0
0	0
0	0
0	4
0	4
0	3
0	3
0	188
0	505
3	4
0	2
0	3
0	7
0	3
0	2
0	3
0	5
0	3
0	3
0	2
0	1
22	4357
1098	12718
187	66500
0	3455
98	84947
4	181
3685	22606
39	7006
0	0
0	0
0	28
0	3
0	0
0	0
0	19
0	15
0	15
0	15
0	15
0	56
0	56
0	15
0	15
0	19
0	15
0	15
0	15
0	15
0	56
0	56
0	15
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	4
0	4
0	41
0	9
0	9
1	0
0	7
0	35
5	221
0	11
0	228
0	17
0	223
0	57
0	227
0	96
0	173
0	22
0	55
0	2
0	60
0	212
0	189
0	13
0	61
0	211
1	3
0	203
0	3
0	35
0	0
0	0
0	39
1	0
0	0
0	1
0	13
0	10
0	7
0	0
0	0
0	0
1	0
0	0
0	1
0	1
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	4
0	1
1	6
0	0
0	1
0	2
1	0
0	0
0	0
0	0
0	0
1	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	2
0	57
0	0
0	17
0	17
0	16
0	16
0	0
0	0
0	1
0	1
0	1
0	13
0	11
2	5
0	5
0	4
0	1
0	2
0	2
0	2
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	76
0	76
0	64
0	65
0	60
0	57
0	5
0	2
0	3
8	0
0	0
0	0
0	0
0	0
0	0
2	0
0	8
0	8
0	7
0	1
0	2
0	2
0	2
0	0
0	2
0	2
0	1
0	1
0	1
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	30
0	0
0	0
0	0
0	30
0	28
0	33
0	33
0	29
0	29
0	28
0	21
0	25
0	21
3	24
0	12
0	14
0	17
0	14
0	3
0	5
0	8
0	3
0	2
0	0
0	7
0	0
0	4
0	2
0	1
0	2
0	3
0	0
0	2
0	5
0	4
0	4
0	5
0	5
0	5
0	2
0	2
0	4
0	2
0	2
0	3
0	2
0	2
0	3
0	3
0	2
0	2
0	1
0	0
0	0
0	0
0	0
0	0
11	0
0	0
0	0
0	5
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	151
0	151
0	151
0	143
0	151
0	17
0	14
0	6
0	0
0	0
0	2
1	2
0	2
0	2
0	0
0	0
0	0
0	14
0	17
0	16
0	6
0	42
0	11
0	8
0	13
0	24
0	3
0	6
0	2
0	3
0	3
0	10
0	20
2	2
0	4
0	2
0	2
0	107
0	143
0	165
0	124
0	0
0	0
0	74
0	140
0	165
5	2143
1	1379
0	1959
32	745
2	945
1	485
0	1
5	48
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
