UniqueCount	AmbigCount
0	11
0	2
0	549
0	0
0	6
0	1
0	0
0	4
0	2
0	0
0	0
0	0
0	0
0	0
1	51
0	6
0	2
0	14
0	10
0	31
0	1
0	19
0	13
0	7
19	3
0	3
0	54
5	15
0	5
3	25
0	0
1	0
0	2
5	631
0	766
5	769
0	648
0	552
0	431
55	60
0	0
0	351
0	2
0	0
0	2
0	0
0	0
0	0
0	8
3	18
2	21
0	8
0	13
1	7
0	71
0	44
0	43
0	44
0	41
0	40
0	24
0	36
0	43
0	8
0	10
0	6
4	6
0	22
0	15
0	8
0	0
0	2
0	2
0	40
0	9
0	6
0	9
0	0
23	0
0	0
0	2
0	0
0	32
0	8
0	1
0	1
0	22
0	8
0	14
0	2
0	0
23	10663
1284	11881
507	143564
24	11
31	19921
1	9
4731	41689
7	27401
0	1
0	1
3	243
0	13
0	0
0	0
0	10
0	10
0	10
0	9
0	9
0	58
0	56
0	9
0	9
0	10
0	9
0	10
0	10
0	9
0	61
0	60
3	7
0	2
0	2
0	3
0	0
3	0
0	1
0	3
0	4
0	2
0	2
0	1
0	2
0	25
0	8
4	8
0	50
3	24
0	24
5	0
0	8
0	13
57	316
6	17
0	318
3	14
0	326
0	27
0	321
1	61
0	120
0	17
0	28
0	5
0	25
0	158
0	213
0	14
0	26
0	154
0	11
0	153
0	10
0	13
0	8
0	5
2	11
5	10
0	0
0	0
2	49
0	40
0	38
0	12
0	0
1	0
1	0
0	0
7	6
0	6
0	2
1	2
0	1
0	15
0	13
0	15
0	13
0	15
0	14
0	14
0	13
0	15
0	14
0	10
0	0
0	2
0	0
0	2
7	1481
0	657
12	1402
0	5
0	329
3	15
11	59
0	55
0	15
3	16
8	3
25	29
3	21
0	21
0	1
0	10
0	0
0	0
0	0
0	0
1	21
0	21
0	20
0	17
0	233
0	166
1	233
0	17
0	0
0	2450
0	2432
0	2317
0	2298
0	84
1	109
0	110
0	63
0	82
12	1018
0	195
0	22
0	22
0	22
1	0
0	16
0	18
0	0
3	0
0	42
0	41
0	41
0	40
11	40
1	43
0	40
0	13
0	28
0	15
0	10
0	9
0	5
0	6
0	4
0	4
0	3
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2623
0	2574
0	2481
0	2569
22	1545
2	1434
0	2285
1	1445
0	385
575	0
1	0
0	0
0	4
0	2
0	2
3	0
1	732
0	737
0	719
0	583
0	600
0	570
0	548
10	193
0	521
0	449
0	230
0	284
0	286
0	244
0	242
0	104
0	80
0	77
6	65
2	16
0	1
1	1
0	21
0	15
3	20
0	21
2	6
0	19
0	6
0	5
7	426
0	440
0	311
0	296
0	14
0	67
0	101
0	33
5	103
0	43
5	24
0	22
1	2
0	0
0	120
0	33
0	29
0	58
1	109
0	327
0	474
0	473
0	365
0	282
0	472
0	121
0	433
0	369
25	350
0	301
0	359
0	474
0	370
0	329
0	396
0	441
0	167
0	126
0	133
0	359
0	128
0	206
0	173
0	105
0	149
0	200
0	53
0	85
0	183
0	142
0	146
0	167
0	142
0	143
0	37
0	26
0	102
0	121
0	119
10	107
0	91
0	82
0	60
0	51
0	54
0	54
0	19
0	10
0	2
0	0
2	0
1	51
96	72
0	44
1	0
0	429
2	433
0	339
0	99
0	108
0	72
0	40
2	45
0	0
0	2281
0	2618
0	2739
1	2078
1	2731
0	1088
0	941
4	929
4	94
0	78
0	678
0	664
0	663
0	663
1	83
0	29
0	0
0	716
2	782
0	783
1	385
0	1574
0	864
0	545
0	965
0	1125
0	456
0	549
0	275
0	217
2	229
0	344
0	519
7	149
0	140
2	92
0	81
0	167
0	163
0	164
0	168
0	17
0	15
0	163
0	176
0	102
27	1161
0	1015
12	1114
22	291
9	260
0	100
0	6
63	56
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	10
1	11
0	0
0	119
0	12
0	5
0	402
0	295
22	399
1	95
21	273
6	252
0	16
0	15
0	540
0	496
0	536
0	503
1	538
0	30
0	126
0	195
3	10
0	10
3	1
15	1831
2	1681
2	442
156	109
0	3
12	3
0	0
67	0
0	0
60	0
0	213
0	218
0	192
0	218
0	218
0	209
0	217
0	9
0	23
0	214
0	22
0	185
0	10
0	8
0	28
0	219
0	179
0	20
0	203
0	197
0	11
0	11
0	196
0	45
0	26
0	15
0	46
0	79
0	69
0	45
0	17
0	10
0	0
0	11
0	7
0	11
0	11
0	9
0	9
0	11
0	7
0	4
0	879
0	847
0	715
0	814
0	742
0	628
0	633
0	627
0	243
3	0
1	156
2	2145
0	2125
14	511
5	145
4	15
0	15
0	11
3	660
0	616
0	171
0	509
0	592
0	570
0	570
0	547
0	585
0	584
2	100
0	138
0	74
0	73
0	148
0	84
0	66
0	69
0	88
0	99
0	65
0	7
0	5
20	571
0	0
1	0
0	0
0	0
0	156
0	156
126	1359
0	35
0	134
0	115
0	1110
0	1108
0	1096
0	577
0	87
0	321
0	188
0	142
0	291
2	228
0	119
0	219
3	187
0	79
0	83
0	39
0	0
0	11554
0	11008
0	11582
12	1870
0	3049
1	1541
0	1683
0	996
0	107
0	134
2	0
0	1
0	1
1	1
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	50
0	6
0	0
0	0
0	0
0	0
0	50
0	6
0	46
0	6
0	11
0	6
0	8
0	6
0	18
0	14
0	6
0	6
0	6
0	14
0	3
0	47
0	15
0	41
0	31
0	6
0	1
21	3
7	3
0	169
0	173
0	196
0	197
0	105
24	168
0	139
0	151
1	154
0	166
6	149
0	140
0	111
0	1
1	0
0	0
1186	46
0	3
0	24
0	22
1	5
0	5
1	14
0	14
0	14
0	1
5	12
0	5
8	17
0	16
3	9
0	6
0	3
0	0
5	1
0	1
1	0
0	3207
0	904
0	3757
0	1656
8	48
6	3043
4	1424
86	2250
0	1233
27	342
0	324
0	313
0	308
0	62
0	28
0	20
0	22
0	12
0	0
0	11
0	11
0	11
0	11
0	9
0	3
0	3
0	0
0	0
0	310
0	280
0	205
0	282
0	86
3	31
0	22
0	11
0	36
0	123
0	62
0	12
0	9
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	17
0	21
0	21
0	21
0	17
0	39
0	24
0	15
0	16
1	17
2	38
0	28
0	4
0	16
0	0
0	10
0	1
0	0
0	84
0	75
0	536
0	518
0	542
0	524
0	129
0	523
0	114
0	38
0	32
0	55
0	522
0	25
0	506
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
