UniqueCount	AmbigCount
0	6
0	4
0	11
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	2
0	2
1	32
0	28
0	26
0	5
3	13
0	3
0	3
0	18
7	0
0	6
0	0
0	5
15	3
0	1
0	28
1	4
0	2
2	9
0	0
0	0
0	5
0	10
0	507
1	509
0	488
0	392
0	344
17	24
0	3
0	231
0	17
0	10
0	17
0	9
0	9
0	3
0	9
0	9
3	14
0	7
0	7
0	1
0	14
0	8
0	10
0	14
0	11
0	7
0	7
0	13
0	10
0	4
0	4
0	3
1	0
0	1
0	2
0	0
0	0
0	1
0	0
0	5
0	9
0	1
0	9
0	239
4	669
6	8
0	17
0	18
0	22
0	12
0	4
0	17
0	11
0	7
0	7
0	8
0	6
21	8238
2423	28812
365	106717
0	6001
122	95957
10	246
6041	38642
65	10313
0	0
0	0
0	63
0	8
0	0
0	0
0	47
0	39
0	39
0	37
0	39
0	83
0	83
0	39
0	39
0	47
0	39
0	39
1	39
0	37
0	83
0	83
0	34
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	10
0	10
0	46
0	16
0	14
0	2
0	24
0	41
24	348
0	36
0	364
0	51
0	372
0	81
0	366
1	148
0	282
0	52
0	82
0	10
0	90
0	320
0	283
0	30
0	87
0	307
1	11
0	294
0	10
0	41
0	4
0	2
1	54
5	0
1	0
2	0
0	15
0	9
0	11
0	4
0	0
1	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	11
0	8
2	12
0	0
0	0
1	0
0	2
0	2
0	0
0	1
0	1
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	15
0	18
0	52
0	0
0	16
0	16
0	16
0	16
0	0
0	1
0	2
0	0
1	1
0	11
0	8
1	9
0	9
0	9
0	1
0	5
0	8
0	1
0	0
0	4
0	3
0	4
0	4
0	3
0	4
0	4
0	0
0	1
0	1
0	1
0	1
1	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
1	2
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	127
1	125
0	106
0	106
0	99
0	94
0	20
0	11
0	5
19	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	11
0	8
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
