UniqueCount	AmbigCount
0	4
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	18
0	15
2	15
0	3
0	5
0	2
0	2
0	13
6	3
0	2
0	1
0	0
8	2
0	2
0	22
0	4
0	1
3	4
0	0
0	0
0	0
0	3
0	413
0	412
0	401
0	325
0	284
14	17
0	3
0	173
0	9
0	6
0	9
0	8
0	8
0	6
0	9
0	9
5	7
0	6
0	6
0	1
0	11
0	8
0	7
0	9
0	10
0	8
0	1
0	8
0	8
0	0
0	0
0	2
0	2
0	3
0	0
1	3
0	0
0	1
0	3
0	4
0	6
0	1
0	7
0	279
0	601
4	7
0	16
0	17
0	19
0	9
1	1
0	7
0	8
0	6
0	6
0	8
0	7
48	9015
2823	32742
382	105655
0	6322
141	103629
11	322
6951	41882
80	12056
0	1
0	2
2	52
0	2
0	0
0	0
0	25
0	25
0	25
0	20
0	25
0	60
0	60
0	25
0	24
0	25
0	24
0	24
0	24
0	20
0	59
0	59
1	17
0	0
0	0
0	2
0	0
1	0
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	7
0	6
1	6
0	40
1	14
0	11
0	3
0	18
0	46
14	369
2	35
0	375
0	48
0	381
0	99
0	374
0	148
0	288
0	57
0	94
0	11
0	86
0	327
0	317
0	35
0	87
0	318
2	12
1	306
0	12
0	47
0	2
0	2
0	48
0	0
3	2
1	4
1	20
0	11
0	15
0	2
0	0
0	0
1	2
0	0
0	0
0	0
0	0
1	1
0	0
0	6
0	6
0	6
0	5
0	6
0	6
0	6
0	5
0	6
0	6
0	0
0	0
0	0
0	0
0	0
0	8
0	6
0	9
0	0
0	1
1	3
0	1
0	1
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	1
0	1
0	24
0	21
1	24
0	58
3	0
0	19
0	19
0	18
0	18
0	0
0	0
0	0
0	0
4	0
1	15
0	14
0	8
0	6
0	6
0	0
0	6
0	4
0	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
6	1
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	84
0	85
0	72
0	72
0	68
0	68
0	13
0	10
0	1
13	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	14
0	13
0	6
0	7
0	4
0	3
0	1
0	3
0	3
0	1
0	2
0	1
0	2
0	2
0	1
0	0
1	0
0	0
0	0
0	1
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	4
0	1
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	23
0	2
0	2
0	3
0	23
0	27
0	35
0	35
0	30
0	28
0	33
0	18
0	29
0	24
6	27
0	17
0	20
0	25
0	21
0	13
0	14
0	15
0	4
0	3
0	3
0	12
0	2
0	5
0	4
0	2
0	5
0	9
0	2
0	5
0	10
0	7
0	5
0	8
0	8
0	8
0	2
0	1
0	4
0	6
0	6
0	5
0	5
0	4
0	4
0	4
0	4
0	3
0	2
0	1
0	0
0	0
0	0
0	1
29	1
0	0
0	0
0	5
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	202
0	203
0	200
0	192
0	199
0	16
0	15
0	7
0	0
0	0
0	19
1	19
0	19
0	19
0	0
0	0
1	0
0	92
0	92
0	79
1	65
0	111
0	82
0	74
0	72
0	82
0	15
0	17
0	10
0	11
0	11
0	6
0	22
0	2
0	4
0	2
0	2
0	78
0	113
0	128
0	93
0	0
0	0
0	60
0	107
